# Vera source catalog — brick=1877p122 band=r
# Author: MaxKweeger | Software: vera / Claude Sonnet (Anthropic)
# Target journal: Journal of Open Source Software (joss.theoj.org)
ra,dec,x_image,y_image,flux_iso,flux_auto,a_image,b_image,theta,ellip,kron_rad,npix,flags
187.7763562,12.2638685,2100.9552,1990.0601,0.295730,1.446358,0.783,0.500,8.33,0.3613,3.500,6,0
187.6801366,12.2052137,3423.0571,1184.1151,1.078885,1.444967,1.576,0.500,-1.61,0.6828,3.500,26,0
187.7585100,12.2552522,2346.1702,1871.6675,0.096856,1.444101,1.092,0.500,12.93,0.5420,3.500,6,0
187.8038948,12.1378123,1722.5621,257.9893,0.572998,1.442749,2.050,0.500,-0.49,0.7561,3.500,18,0
187.7789027,12.1625571,2065.9650,597.9941,1.548408,1.440992,1.584,0.500,-0.21,0.6844,3.500,30,0
187.8607752,12.2284942,941.0002,1504.0000,0.081069,1.439693,1.414,0.500,0.00,0.6464,3.500,5,0
187.8529540,12.2521469,1048.4667,1829.0001,0.849512,1.438153,1.997,0.500,-0.04,0.7496,3.500,21,0
187.8030988,12.1407242,1733.5000,298.0000,0.224854,1.437988,1.118,0.500,0.00,0.5528,3.500,10,0
187.8608844,12.2923928,939.4996,2381.9971,0.101583,1.437835,0.816,0.500,90.00,0.3876,3.500,6,0
187.7191950,12.2049869,2886.3768,1181.0000,1.062500,1.437624,3.328,0.500,0.00,0.8498,3.500,29,0
187.8053616,12.1715597,1702.4082,721.6939,0.765625,1.437500,1.429,0.642,-2.79,0.5504,3.500,21,0
187.8819838,12.1776831,649.5833,805.8333,0.187500,1.437500,1.051,0.526,-10.81,0.5000,3.500,8,0
187.8996385,12.2020229,407.0000,1140.2727,0.343750,1.437500,0.798,0.500,0.00,0.3732,3.500,6,0
187.8988056,12.1516489,418.4444,448.1111,0.140625,1.437500,1.067,0.500,-2.72,0.5313,3.500,5,0
187.6739910,12.1485599,3507.5000,405.6667,0.093750,1.437500,0.957,0.500,0.00,0.4778,3.500,6,0
187.8461122,12.2878136,1142.4757,2319.0760,0.323395,1.437378,1.038,0.500,-1.27,0.5183,3.500,6,0
187.8360203,12.3404888,1281.1429,3042.8571,0.109375,1.436704,0.848,0.500,-11.60,0.4103,3.500,5,0
187.7263590,12.3053461,2787.9392,2559.9808,0.505981,1.434082,1.289,0.500,-0.04,0.6120,3.500,15,0
187.7813868,12.2430619,2031.8331,1704.1674,0.112922,1.430064,0.782,0.577,-44.98,0.2616,3.500,6,0
187.7959355,12.2491341,1831.9268,1787.6024,0.265535,1.429906,0.917,0.591,12.41,0.3550,3.500,8,0
187.7836399,12.2638641,2000.8737,1989.9992,0.247304,1.428038,0.714,0.500,-0.02,0.3001,3.500,5,0
187.7779759,12.3316117,2078.7003,2920.8825,1.681050,1.426419,3.041,0.500,-0.11,0.8356,3.500,38,0
187.8207838,12.2494248,1490.5001,1791.5962,0.232740,1.424890,0.741,0.734,0.23,0.0094,3.500,8,0
187.7770719,12.1861370,2091.1211,921.9931,1.530319,1.420007,3.436,0.500,-0.02,0.8545,3.500,30,0
187.7108572,12.3300138,3000.9419,2898.9262,0.471924,1.411011,1.059,0.500,1.36,0.5278,3.500,14,0
187.7442494,12.3348223,2542.1169,2964.9974,0.586740,1.409774,1.245,0.500,-0.04,0.5983,3.500,13,0
187.6992151,12.3343856,3160.9099,2958.9973,0.574848,1.407620,1.340,0.500,-1.11,0.6268,3.500,14,0
187.8338329,12.2609822,1311.1997,1950.4009,0.105304,1.406442,0.774,0.500,18.48,0.3544,3.500,5,0
187.7381082,12.1418401,2626.5000,313.3333,0.093750,1.406250,0.957,0.500,0.00,0.4778,3.500,6,0
187.7739073,12.1690355,2134.6042,687.0113,0.512910,1.401129,1.044,0.500,-0.05,0.5213,3.500,9,0
187.7160016,12.3057074,2930.2551,2564.9458,0.664307,1.399536,1.406,0.500,0.51,0.6443,3.500,18,0
187.8450966,12.2643836,1156.4302,1997.1374,0.113380,1.398410,0.950,0.569,-22.23,0.4016,3.500,6,0
187.7571782,12.3296555,2364.4703,2894.0037,0.262695,1.396484,0.948,0.500,0.01,0.4723,3.500,8,0
187.7053845,12.2609329,3076.1387,1949.7224,0.153001,1.396219,0.790,0.500,-13.30,0.3675,3.500,5,0
187.9220831,12.2022074,98.6006,1142.8077,0.305538,1.394154,0.857,0.500,-5.58,0.4164,3.500,8,0
187.8861440,12.3351125,592.4211,2968.9847,0.376837,1.394062,1.053,0.500,-1.01,0.5251,3.500,11,0
187.8837438,12.2566010,625.4002,1890.2003,0.100967,1.392778,0.775,0.500,71.56,0.3544,3.500,5,0
187.8011702,12.2430134,1760.0000,1703.5003,0.111394,1.391643,0.816,0.500,-0.00,0.3876,3.500,6,0
187.6933003,12.2656074,3242.1818,2013.9535,0.344994,1.391188,1.301,0.500,-1.30,0.6158,3.500,8,0
187.9061913,12.2111731,316.9616,1266.0005,1.360176,1.390479,1.907,0.500,0.03,0.7378,3.500,35,0
187.7025906,12.2146618,3114.5282,1313.9372,0.544872,1.389613,1.036,0.500,1.75,0.5174,3.500,10,0
187.8537156,12.2290764,1038.0015,1512.0000,0.114130,1.386539,2.000,0.500,0.00,0.7500,3.500,7,0
187.7893339,12.2145208,1922.6358,1311.9996,0.343592,1.382149,2.013,0.522,-0.00,0.7406,3.500,14,0
187.6956383,12.3167018,3210.0557,2716.0136,0.897534,1.381620,1.260,0.500,-0.03,0.6031,3.500,16,0
187.6983275,12.2564696,3173.1059,1888.3952,0.148685,1.381317,0.790,0.500,-6.13,0.3675,3.500,6,0
187.8985481,12.2459595,421.9827,1743.9821,0.658266,1.377980,1.781,0.500,0.58,0.7192,3.500,24,0
187.7581375,12.2552452,2351.2890,1871.5720,0.114726,1.376650,1.039,0.500,8.37,0.5189,3.500,7,0
187.7284132,12.1712544,2759.7143,717.5000,0.218750,1.375000,1.089,0.641,23.70,0.4120,3.500,10,0
187.7284318,12.1410815,2759.4585,302.9104,0.162002,1.374058,0.994,0.502,-3.70,0.4946,3.500,7,0
187.6742628,12.2413756,3503.7658,1680.9970,1.146228,1.372483,1.700,0.500,0.18,0.7059,3.500,32,0
187.8439492,12.2474755,1172.1960,1764.8118,0.443656,1.370952,1.315,0.602,-0.94,0.5425,3.500,18,0
187.7908074,12.1715664,1902.3888,721.7863,0.635904,1.370037,1.466,0.534,-3.70,0.6357,3.500,20,0
187.7969127,12.1583386,1818.5000,540.0307,0.343843,1.369974,1.019,0.500,0.00,0.5091,3.500,6,0
187.8755490,12.2284942,738.0013,1504.0000,0.080531,1.369283,1.414,0.500,0.00,0.6464,3.500,5,0
187.7360017,12.2624814,2655.4445,1970.9999,0.141179,1.369238,0.667,0.500,-90.00,0.2507,3.500,6,0
187.6921289,12.1664875,3258.2774,652.0000,1.582031,1.369141,1.684,0.500,0.00,0.7030,3.500,32,0
187.7183303,12.1783566,2898.2584,815.0871,0.544802,1.366987,0.781,0.500,-2.50,0.3600,3.500,9,0
187.6896012,12.3604403,3293.0084,3317.0000,3.440423,1.365276,1.566,0.500,0.00,0.6807,3.500,26,0
187.7644516,12.3296555,2264.5297,2894.0037,0.262695,1.365234,0.948,0.500,-0.01,0.4723,3.500,8,0
187.8481653,12.1540548,1114.2661,481.1693,0.471226,1.364544,1.654,0.500,0.47,0.6976,3.500,13,0
187.9144309,12.2414478,203.7455,1681.9889,1.001643,1.364381,1.596,0.500,0.21,0.6867,3.500,26,0
187.7903991,12.2145208,1907.9995,1312.0000,0.219070,1.364074,2.000,0.500,0.00,0.7500,3.500,7,0
187.7417216,12.1966179,2576.8512,1066.0054,0.665965,1.362995,1.271,0.500,-0.42,0.6066,3.500,13,0
187.6883298,12.2851938,3310.4780,2283.0794,1.200912,1.361548,1.950,0.500,0.22,0.7436,3.500,26,0
187.9151644,12.1536058,193.6667,475.0000,0.718750,1.359375,2.095,0.500,0.00,0.7613,3.500,26,0
187.7160947,12.2033304,2928.9762,1158.2381,0.656250,1.359375,1.627,0.523,-2.17,0.6786,3.500,20,0
187.9273168,12.1499397,26.6875,424.6250,0.500000,1.359375,1.403,0.646,-3.18,0.5398,3.500,16,0
187.6757013,12.1452364,3484.0000,360.0000,0.156250,1.359375,0.851,0.526,-31.72,0.3820,3.500,7,0
187.8757037,12.2916471,735.8750,2371.7500,0.125000,1.359375,0.793,0.500,11.98,0.3697,3.500,5,0
187.6718805,12.1516044,3536.5000,447.5000,0.093750,1.359375,1.000,0.500,18.43,0.5000,3.500,6,0
187.7827937,12.2145208,2012.5010,1312.0000,0.190813,1.357146,1.708,0.500,0.00,0.7072,3.500,6,0
187.6854452,12.2857782,3350.1143,2291.1094,0.440345,1.356991,1.206,0.500,-0.40,0.5853,3.500,11,0
187.7808588,12.1696769,2039.0873,695.8244,0.195418,1.356360,0.767,0.500,-9.27,0.3481,3.500,5,0
187.7411024,12.2356177,2585.3594,1601.8803,0.400304,1.354060,1.015,0.500,2.87,0.5072,3.500,9,0
187.6938956,12.2915561,3234.0021,2370.4999,0.094492,1.352502,0.816,0.500,-0.00,0.3876,3.500,6,0
187.9289680,12.2284942,4.0000,1504.0000,0.111907,1.351769,2.000,0.500,0.00,0.7500,3.500,7,0
187.7567691,12.2060918,2370.0905,1196.1810,0.171251,1.347539,0.800,0.500,8.58,0.3748,3.500,5,0
187.7059379,12.2969781,3068.5354,2445.0000,2.572293,1.345627,1.498,0.500,0.00,0.6663,3.500,16,0
187.8554988,12.1540608,1013.5003,481.2516,0.501309,1.344997,1.543,0.554,-3.45,0.6411,3.500,17,0
187.7508042,12.3624785,2452.0512,3345.0056,0.674859,1.344576,0.807,0.500,0.47,0.3802,3.500,5,0
187.8066884,12.1711603,1684.1765,716.2059,0.531250,1.343750,1.271,0.500,0.92,0.6067,3.500,17,0
187.8860897,12.1659005,593.1667,643.9338,0.372314,1.342407,1.231,0.500,-1.38,0.5938,3.500,12,0
187.8506590,12.2432316,1080.0003,1706.4997,0.112174,1.341653,0.816,0.500,-0.00,0.3876,3.500,6,0
187.8353030,12.3402324,1291.0000,3039.3340,0.140327,1.340415,0.816,0.500,-0.00,0.3876,3.500,6,0
187.7126091,12.1966193,2976.8704,1066.0251,0.400394,1.337571,0.779,0.500,-0.91,0.3581,3.500,5,0
187.7749466,12.1890421,2120.3236,961.9107,1.122559,1.337036,1.964,0.500,0.31,0.7455,3.500,26,0
187.9290355,12.2844291,3.0714,2272.5714,0.218750,1.336331,1.496,0.500,7.00,0.6659,3.500,11,1
187.8916330,12.2842731,516.9999,2270.4280,0.109728,1.336208,0.756,0.500,0.00,0.3387,3.500,6,0
187.7604609,12.1890387,2319.3639,961.8638,0.745117,1.333862,1.735,0.500,0.87,0.7118,3.500,22,0
187.8430337,12.2455583,1184.7766,1738.4689,0.245633,1.333225,1.286,0.622,-5.40,0.5164,3.500,10,0
187.7390592,12.1956698,2613.4333,1052.9782,0.522619,1.332251,1.037,0.500,0.53,0.5181,3.500,9,0
187.8386168,12.2284942,1245.4660,1504.0000,0.067098,1.331750,1.148,0.500,0.00,0.5643,3.500,5,0
187.7316803,12.1889021,2714.8228,959.9875,0.439453,1.331055,1.284,0.500,-0.11,0.6107,3.500,14,0
187.6946790,12.2052127,3223.2373,1184.1020,0.906483,1.330730,1.599,0.500,1.88,0.6873,3.500,24,0
187.6936048,12.3167739,3237.9981,2717.0034,0.745892,1.330317,1.235,0.500,-0.00,0.5950,3.500,11,0
187.7088251,12.2033263,3028.8636,1158.1818,0.687500,1.328125,1.550,0.500,-4.15,0.6774,3.500,20,0
187.9024259,12.1523104,368.7000,457.2000,0.156250,1.328125,0.956,0.506,-23.42,0.4707,3.500,7,0
187.7676943,12.1890475,2219.9739,961.9841,0.916992,1.327515,1.779,0.500,0.48,0.7190,3.500,18,0
187.8930763,12.3201211,497.1678,2762.9965,0.468696,1.322106,1.357,0.500,0.02,0.6316,3.500,11,0
187.7110495,12.2636519,2998.2998,1987.0833,0.217402,1.319207,0.728,0.500,11.43,0.3132,3.500,6,0
187.7822072,12.1890493,2020.5598,962.0094,1.105957,1.318604,1.949,0.500,0.62,0.7434,3.500,20,0
187.7237110,12.1333759,2824.3251,197.0312,0.558838,1.316528,1.621,0.500,0.04,0.6915,3.500,14,0
187.6958244,12.2420673,3207.4996,1690.5005,0.112211,1.316228,1.000,0.500,-18.43,0.5000,3.500,6,0
187.7226371,12.1399964,2839.0800,288.0000,1.107422,1.314087,2.064,0.500,0.00,0.7578,3.500,33,0
187.7783391,12.2594230,2073.7092,1928.9760,0.808623,1.313756,1.692,0.500,0.10,0.7045,3.500,21,0
187.8131257,12.1940703,1595.7262,1031.0000,1.296875,1.312500,2.337,0.500,0.00,0.7860,3.500,34,0
187.8139673,12.1711594,1584.1613,716.1935,0.484375,1.312500,1.221,0.500,-1.41,0.5905,3.500,16,0
187.7142044,12.1461024,2954.9500,371.9000,0.312500,1.312500,1.284,0.500,1.65,0.6106,3.500,10,0
187.8769422,12.1522542,718.8571,456.4286,0.109375,1.312500,0.838,0.500,7.63,0.4033,3.500,6,0
187.8037053,12.1950770,1725.1667,1044.8333,0.093750,1.312500,0.782,0.577,-45.00,0.2615,3.500,6,0
187.7985394,12.1373045,1796.1486,251.0118,0.629761,1.308105,1.780,0.500,-0.21,0.7190,3.500,17,0
187.7077775,12.1790115,3043.2579,824.0850,0.737232,1.307058,1.509,0.500,-1.13,0.6686,3.500,15,0
187.7805118,12.2565345,2043.8555,1889.2867,0.125094,1.305519,0.895,0.618,30.47,0.3094,3.500,7,0
187.7485609,12.3403354,2482.8750,3040.7500,0.125000,1.304812,0.793,0.500,11.98,0.3697,3.500,5,0
187.7449094,12.2283602,2533.0485,1502.1597,0.322852,1.303168,0.805,0.500,-0.86,0.3790,3.500,6,0
187.9262024,12.3038191,41.9999,2538.9984,0.373415,1.303046,0.753,0.500,-0.00,0.3362,3.500,5,0
187.6767566,12.2420673,3469.4995,1690.5005,0.112133,1.299028,1.000,0.500,-18.43,0.5000,3.500,6,0
187.7533101,12.2005302,2417.6190,1119.7619,0.625000,1.296875,1.528,0.644,-2.71,0.5783,3.500,21,0
187.8207518,12.1464648,1490.9394,376.8788,0.515625,1.296875,1.922,0.500,-1.08,0.7399,3.500,15,0
187.7088758,12.1516530,3028.1667,448.1667,0.093750,1.296875,0.782,0.577,45.00,0.2615,3.500,6,0
187.8502945,12.2290260,1085.0093,1511.3072,0.164401,1.290073,1.741,0.500,0.15,0.7128,3.500,13,0
187.9189326,12.2982880,141.8899,2462.9990,1.666260,1.286499,1.975,0.500,0.04,0.7468,3.500,36,0
187.7389530,12.1889021,2614.8928,959.9875,0.439453,1.285645,1.293,0.500,-2.79,0.6134,3.500,14,0
187.7261329,12.1861371,2791.0467,921.9947,1.271847,1.285087,2.449,0.500,0.05,0.7959,3.500,19,0
187.8886126,12.1413032,558.5005,305.9565,0.423467,1.284697,1.098,0.500,-0.00,0.5448,3.500,7,0
187.7811539,12.1690437,2035.0334,687.1228,0.562898,1.281456,1.252,0.500,2.58,0.6005,3.500,14,0
187.9128149,12.1499196,225.9500,424.3500,0.312500,1.281250,1.094,0.760,16.40,0.3049,3.500,12,0
187.9026224,12.2636094,366.0000,1986.4990,0.106372,1.280080,0.816,0.500,-0.00,0.3876,3.500,6,0
187.7066768,12.1664875,3058.3828,652.0000,1.730529,1.279369,1.427,0.500,0.00,0.6496,3.500,18,0
187.8025675,12.1556728,1740.8006,503.4006,0.085339,1.277807,0.775,0.500,-18.47,0.3546,3.500,5,0
187.9066467,12.3177210,310.7047,2730.0175,2.095703,1.272095,4.443,0.500,0.07,0.8875,3.500,42,0
187.8927041,12.3392619,502.2825,3026.0000,1.737875,1.270988,2.032,0.500,0.00,0.7539,3.500,34,0
187.9122332,12.2609187,233.9431,1949.5284,0.087218,1.268816,0.799,0.500,28.29,0.3738,3.500,5,0
187.8130330,12.1707030,1597.0000,709.9231,0.203125,1.265625,0.799,0.597,16.51,0.2532,3.500,8,0
187.6993359,12.1712726,3159.2500,717.7500,0.125000,1.265625,0.838,0.650,13.28,0.2241,3.500,6,0
187.6686418,12.1765915,3581.0000,790.8333,0.093750,1.265625,0.957,0.500,-36.87,0.4778,3.500,6,0
187.7099651,12.1521212,3013.2000,454.6000,0.078125,1.265625,0.775,0.500,-18.43,0.3545,3.500,5,0
187.8285104,12.1403187,1384.3333,292.4286,0.328125,1.264526,0.992,0.728,0.00,0.2657,3.500,12,0
187.6983981,12.3052017,3172.1351,2557.9960,0.717130,1.263600,1.259,0.500,-0.05,0.6029,3.500,13,0
187.8461812,12.2284942,1141.5278,1504.0000,0.066139,1.263122,1.142,0.500,0.00,0.5622,3.500,5,0
187.7820304,12.1333729,2022.9894,196.9902,0.875610,1.260620,1.775,0.500,0.13,0.7183,3.500,17,0
187.7548720,12.1373081,2396.1583,251.0616,0.734253,1.259888,1.735,0.500,-0.54,0.7119,3.500,23,0
187.7859043,12.2429392,1969.7597,1702.4808,0.077497,1.258978,0.835,0.500,-15.56,0.4015,3.500,5,0
187.8279162,12.2553007,1392.4978,1872.3338,0.105504,1.254984,0.957,0.500,0.04,0.4776,3.500,6,0
187.7349378,12.3457392,2670.0635,3115.0000,2.287252,1.253033,1.596,0.500,0.00,0.6868,3.500,27,0
187.8075714,12.2474869,1672.0449,1764.9685,0.349957,1.252894,0.787,0.500,0.12,0.3650,3.500,6,0
187.8093776,12.1336694,1647.2268,201.0646,0.493408,1.251099,1.435,0.500,-0.48,0.6516,3.500,16,0
187.9018188,12.2910030,377.0421,2362.8999,0.486571,1.250579,1.307,0.500,-3.32,0.6175,3.500,12,0
187.8694794,12.1520921,821.4000,454.2000,0.078125,1.250000,0.775,0.500,71.57,0.3545,3.500,5,0
187.7102732,12.1375170,3008.9661,253.9323,0.401611,1.249756,1.349,0.500,1.03,0.6292,3.500,12,0
187.8898284,12.2982881,541.7957,2463.0000,2.697121,1.248300,1.582,0.500,0.00,0.6840,3.500,25,0
187.8691991,12.2472505,825.2515,1761.7202,0.186033,1.244208,1.218,0.500,3.14,0.5895,3.500,8,0
187.7058590,12.3763786,3069.6193,3536.0000,0.840323,1.242418,1.052,0.500,0.00,0.5248,3.500,9,0
187.7135869,12.1324918,2963.4341,184.8838,2.661133,1.236079,2.260,0.500,-1.50,0.7788,3.500,42,0
187.7916694,12.3487231,1890.5452,3156.0000,1.206352,1.236007,1.661,0.500,0.00,0.6990,3.500,6,0
187.8879067,12.2641261,568.2006,1993.5989,0.086396,1.235349,0.774,0.500,-18.47,0.3544,3.500,5,0
187.6899779,12.1411002,3287.8333,303.1667,0.093750,1.234375,0.782,0.577,-45.00,0.2615,3.500,6,0
187.7514921,12.1419468,2442.6000,314.8000,0.078125,1.234375,0.775,0.500,71.57,0.3545,3.500,5,0
187.8478437,12.1785034,1118.6839,817.1045,0.357474,1.233283,1.018,0.500,2.01,0.5090,3.500,7,0
187.7409085,12.3053489,2588.0232,2560.0189,0.334595,1.231934,1.178,0.500,-1.06,0.5754,3.500,11,0
187.7147809,12.2509135,2947.0279,1812.0523,0.602982,1.230592,1.268,0.500,3.11,0.6055,3.500,12,0
187.8730358,12.2284942,772.5336,1504.0000,0.066770,1.229836,1.146,0.500,0.00,0.5639,3.500,5,0
187.6805748,12.2111003,3417.0362,1264.9998,0.882082,1.229095,1.296,0.500,-0.00,0.6142,3.500,15,0
187.8062555,12.3402263,1690.1253,3039.2506,0.124713,1.228968,0.793,0.500,12.01,0.3696,3.500,5,0
187.8145767,12.1669329,1575.7880,658.1203,0.426636,1.228882,1.165,0.524,-3.24,0.5503,3.500,13,0
187.6679141,12.2429406,3590.9997,1702.5000,0.109909,1.227298,0.816,0.500,-0.00,0.3876,3.500,6,0
187.6675664,12.2431387,3595.7771,1705.2222,0.093992,1.226129,0.986,0.500,45.01,0.4928,3.500,6,0
187.8551372,12.2284942,1018.4690,1504.0000,0.066787,1.225934,1.145,0.500,0.00,0.5635,3.500,5,0
187.8671157,12.1480927,853.8781,399.2464,0.122024,1.225204,0.794,0.500,-11.81,0.3700,3.500,5,0
187.6871565,12.1770257,3326.6000,796.8000,0.078125,1.223016,0.775,0.500,71.57,0.3545,3.500,5,0
187.8348202,12.1634310,1297.6326,610.0022,1.014526,1.222168,1.339,0.500,0.16,0.6266,3.500,23,0
187.8816807,12.2644270,653.7479,1997.7330,0.197504,1.221603,0.955,0.500,14.45,0.4766,3.500,7,0
187.8319160,12.2483614,1337.5387,1776.9856,0.505018,1.220429,1.447,0.500,0.20,0.6543,3.500,16,0
187.7858883,12.2565497,1969.9806,1889.4957,0.102470,1.219211,0.838,0.500,1.36,0.4035,3.500,7,0
187.7015481,12.2033195,3128.8529,1158.0882,0.531250,1.218750,1.265,0.500,-2.84,0.6047,3.500,13,0
187.8424352,12.1444722,1193.0000,349.5000,0.093750,1.218750,0.816,0.500,0.00,0.3876,3.500,6,0
187.8659559,12.1658353,869.8151,643.0386,0.472046,1.217896,1.262,0.500,0.87,0.6039,3.500,13,0
187.6673970,12.3297984,3598.1052,2895.9671,0.552368,1.217529,0.933,0.682,3.82,0.2691,3.500,15,1
187.8195698,12.1636496,1507.1813,613.0057,0.534668,1.217041,1.810,0.500,1.72,0.7238,3.500,14,0
187.8870562,12.3215036,579.8865,2781.9926,0.824575,1.216074,1.600,0.500,-0.01,0.6874,3.500,22,0
187.7223268,12.1790157,2843.3441,824.1435,0.769535,1.212029,1.480,0.500,2.12,0.6621,3.500,19,0
187.7023743,12.2005249,3117.5002,1119.6894,0.407094,1.210907,1.083,0.724,-0.01,0.3318,3.500,13,0
187.7014648,12.3057111,3129.9973,2564.9961,0.742183,1.210893,1.273,0.500,-0.00,0.6073,3.500,15,0
187.7122408,12.3201211,2981.9299,2762.9967,0.445679,1.208862,1.247,0.500,-0.01,0.5990,3.500,11,0
187.9042601,12.2878151,343.4977,2319.0970,0.348857,1.208211,1.081,0.500,4.69,0.5373,3.500,8,0
187.6861905,12.1778224,3339.8730,807.7462,0.129101,1.205243,0.793,0.500,12.17,0.3694,3.500,5,0
187.9026073,12.2049895,366.2069,1181.0345,0.875000,1.203305,1.375,0.500,1.38,0.6362,3.500,16,0
187.7919206,12.2847520,1887.0932,2277.0081,0.175099,1.203258,0.792,0.500,0.31,0.3685,3.500,5,0
187.7477513,12.1207103,2494.0000,23.0000,0.234375,1.203125,0.816,0.500,0.00,0.3876,3.500,6,0
187.6719977,12.3405639,3534.8889,3043.8889,0.140625,1.203125,0.737,0.500,-1.59,0.3218,3.500,5,0
187.6812324,12.1421433,3408.0000,317.5000,0.093750,1.203125,0.816,0.500,0.00,0.3876,3.500,6,0
187.8346043,12.1419759,1300.6000,315.2000,0.078125,1.203125,0.775,0.500,-71.57,0.3545,3.500,5,0
187.6746531,12.3297956,3498.4025,2895.9276,0.313477,1.202026,0.764,0.500,-0.78,0.3453,3.500,8,0
187.7276646,12.3763786,2770.0000,3536.0000,0.990613,1.200967,1.290,0.500,0.00,0.6123,3.500,11,0
187.7637099,12.1697842,2274.7211,697.2977,0.120906,1.198216,0.715,0.500,-12.34,0.3004,3.500,5,0
187.7918400,12.1556000,1888.2008,502.4001,0.078285,1.196564,0.775,0.500,18.43,0.3545,3.500,5,0
187.7690024,12.1785586,2202.0001,817.8627,0.388172,1.194654,0.816,0.500,-0.00,0.3876,3.500,6,0
187.6952438,12.2525112,3215.4767,1834.0056,0.333448,1.193267,1.094,0.500,0.01,0.5430,3.500,6,0
187.6910986,12.3052016,3272.4336,2557.9950,0.458374,1.188271,1.085,0.500,-0.02,0.5392,3.500,12,0
187.6771423,12.1767055,3464.2000,792.4000,0.078125,1.187500,0.775,0.500,18.43,0.3545,3.500,5,0
187.8423997,12.1658593,1193.4872,643.3680,0.328735,1.182617,1.017,0.532,1.34,0.4766,3.500,9,0
187.7903700,12.2359175,1908.3999,1606.0000,0.218223,1.179700,1.583,0.500,0.00,0.6842,3.500,10,0
187.7934535,12.1625557,1866.0306,597.9753,1.388805,1.177615,1.594,0.500,-0.08,0.6864,3.500,29,0
187.8877433,12.3744136,570.4463,3509.0000,2.190424,1.173759,2.036,0.500,0.00,0.7544,3.500,20,0
187.7948558,12.1336734,1846.7626,201.1195,0.676025,1.172974,1.384,0.500,-0.73,0.6386,3.500,18,0
187.7413216,12.3201197,2582.3468,2762.9770,0.375718,1.172687,1.003,0.500,1.60,0.5014,3.500,9,0
187.7439960,12.1714218,2545.6000,719.8000,0.078125,1.171875,1.023,0.500,-5.15,0.5114,3.500,5,0
187.8988671,12.1770257,417.6000,796.8000,0.078125,1.171875,0.775,0.500,71.57,0.3545,3.500,5,0
187.7723369,12.1394075,2156.1829,279.9079,0.345889,1.171402,0.778,0.500,-3.24,0.3570,3.500,5,0
187.6735546,12.2544031,3513.4967,1859.9999,0.721662,1.164300,1.630,0.500,0.00,0.6932,3.500,18,0
187.7191000,12.3053457,2887.6818,2559.9757,0.358154,1.164185,1.014,0.500,-1.74,0.5067,3.500,10,0
187.8345518,12.1785722,1301.3206,818.0495,0.352479,1.162816,1.060,0.500,-0.84,0.5284,3.500,5,0
187.7509835,12.3341660,2449.5875,2955.9797,0.391233,1.162042,1.034,0.500,-1.51,0.5167,3.500,9,0
187.7491310,12.2314780,2475.0424,1544.9997,1.109891,1.161651,1.700,0.500,-0.00,0.7059,3.500,27,0
187.7428851,12.1486469,2560.8630,406.8624,0.104161,1.160515,0.847,0.500,11.22,0.4096,3.500,5,0
187.7870107,12.3348224,1954.5581,2964.9981,0.403738,1.158286,1.074,0.500,0.01,0.5344,3.500,8,0
187.8805042,12.1658353,669.9141,643.0381,0.425171,1.157349,1.269,0.500,-0.57,0.6060,3.500,13,0
187.8035674,12.1725192,1727.0606,734.8788,0.515625,1.156250,1.255,0.500,-2.08,0.6015,3.500,13,0
187.7980043,12.1998779,1803.5000,1110.8000,0.156250,1.156250,1.025,0.500,0.00,0.5120,3.500,7,0
187.8071816,12.1921635,1677.4000,1004.8000,0.078125,1.156250,1.023,0.500,5.15,0.5114,3.500,5,0
187.9134663,12.1497486,217.0000,422.0000,0.109375,1.156250,0.926,0.535,45.00,0.4226,3.500,7,0
187.9019857,12.1373826,374.7488,252.0853,0.456299,1.153320,1.231,0.511,0.83,0.5853,3.500,16,0
187.8691611,12.2616072,825.7732,1958.9879,0.706921,1.148628,1.460,0.500,-0.53,0.6576,3.500,16,0
187.9242024,12.3273280,69.4803,2862.0216,0.360718,1.147705,1.071,0.500,-0.54,0.5331,3.500,9,0
187.7939673,12.3249975,1858.9712,2830.0000,3.788120,1.143136,1.876,0.500,0.00,0.7334,3.500,42,0
187.7507018,12.2942853,2453.4592,2408.0000,0.756261,1.140809,1.042,0.500,0.00,0.5201,3.500,8,0
187.8551066,12.1785066,1018.8889,817.1481,0.421875,1.140625,1.228,0.500,-2.39,0.5929,3.500,9,0
187.6790491,12.1485842,3438.0000,406.0000,0.078125,1.140625,0.632,0.632,0.00,0.0000,3.500,5,0
187.7917057,12.1861378,1890.0459,922.0041,1.203282,1.140583,3.675,0.500,0.03,0.8639,3.500,16,0
187.7717060,12.2998160,2164.8513,2483.9941,0.528198,1.138672,1.310,0.500,0.62,0.6183,3.500,15,0
187.6687874,12.2420612,3578.9999,1690.4170,0.093570,1.127088,0.882,0.500,-0.00,0.4331,3.500,6,0
187.7548836,12.2069885,2395.9982,1208.5018,0.123608,1.126243,1.036,0.500,-16.88,0.5176,3.500,6,0
187.8456533,12.2521469,1148.7812,1828.9995,0.772302,1.126071,1.793,0.500,-0.01,0.7211,3.500,19,0
187.9123283,12.1796537,232.6364,832.9091,0.515625,1.125000,1.435,0.500,-3.83,0.6515,3.500,15,0
187.7077544,12.1434169,3043.5758,335.0000,0.515625,1.125000,1.615,0.500,0.00,0.6904,3.500,17,0
